"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2013-03","Mar-2013","IDX","Index","0","Units",,,100.2076,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2013-04","Apr-2013","IDX","Index","0","Units",,,100.3132,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2013-05","May-2013","IDX","Index","0","Units",,,100.4222,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2013-06","Jun-2013","IDX","Index","0","Units",,,100.507,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2013-07","Jul-2013","IDX","Index","0","Units",,,100.5545,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2013-08","Aug-2013","IDX","Index","0","Units",,,100.5754,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2013-09","Sep-2013","IDX","Index","0","Units",,,100.5739,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2013-10","Oct-2013","IDX","Index","0","Units",,,100.5638,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2013-11","Nov-2013","IDX","Index","0","Units",,,100.5614,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2013-12","Dec-2013","IDX","Index","0","Units",,,100.5598,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2014-01","Jan-2014","IDX","Index","0","Units",,,100.5614,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2014-02","Feb-2014","IDX","Index","0","Units",,,100.5948,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2014-03","Mar-2014","IDX","Index","0","Units",,,100.6556,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2014-04","Apr-2014","IDX","Index","0","Units",,,100.7244,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2014-05","May-2014","IDX","Index","0","Units",,,100.7849,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2014-06","Jun-2014","IDX","Index","0","Units",,,100.8327,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2014-07","Jul-2014","IDX","Index","0","Units",,,100.8652,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2014-08","Aug-2014","IDX","Index","0","Units",,,100.8862,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2014-09","Sep-2014","IDX","Index","0","Units",,,100.8937,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2014-10","Oct-2014","IDX","Index","0","Units",,,100.8815,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2014-11","Nov-2014","IDX","Index","0","Units",,,100.8485,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2014-12","Dec-2014","IDX","Index","0","Units",,,100.7902,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units",,,100.7089,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units",,,100.6095,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units",,,100.5043,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units",,,100.3975,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2015-05","May-2015","IDX","Index","0","Units",,,100.285,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units",,,100.1626,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units",,,100.0098,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units",,,99.83471,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units",,,99.66151,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units",,,99.51707,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units",,,99.39265,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units",,,99.28023,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units",,,99.18363,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units",,,99.11447,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2016-03","Mar-2016","IDX","Index","0","Units",,,99.0816,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2016-04","Apr-2016","IDX","Index","0","Units",,,99.07522,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2016-05","May-2016","IDX","Index","0","Units",,,99.08126,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2016-06","Jun-2016","IDX","Index","0","Units",,,99.09206,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2016-07","Jul-2016","IDX","Index","0","Units",,,99.11855,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2016-08","Aug-2016","IDX","Index","0","Units",,,99.16936,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2016-09","Sep-2016","IDX","Index","0","Units",,,99.25811,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2016-10","Oct-2016","IDX","Index","0","Units",,,99.38136,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2016-11","Nov-2016","IDX","Index","0","Units",,,99.5258,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2016-12","Dec-2016","IDX","Index","0","Units",,,99.66847,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2017-01","Jan-2017","IDX","Index","0","Units",,,99.77769,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2017-02","Feb-2017","IDX","Index","0","Units",,,99.84346,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2017-03","Mar-2017","IDX","Index","0","Units",,,99.87617,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2017-04","Apr-2017","IDX","Index","0","Units",,,99.89382,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2017-05","May-2017","IDX","Index","0","Units",,,99.91411,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2017-06","Jun-2017","IDX","Index","0","Units",,,99.94698,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2017-07","Jul-2017","IDX","Index","0","Units",,,99.99198,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2017-08","Aug-2017","IDX","Index","0","Units",,,100.0655,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2017-09","Sep-2017","IDX","Index","0","Units",,,100.1597,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2017-10","Oct-2017","IDX","Index","0","Units",,,100.2612,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2017-11","Nov-2017","IDX","Index","0","Units",,,100.3594,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2017-12","Dec-2017","IDX","Index","0","Units",,,100.4574,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2018-01","Jan-2018","IDX","Index","0","Units",,,100.5578,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2018-02","Feb-2018","IDX","Index","0","Units",,,100.6505,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2018-03","Mar-2018","IDX","Index","0","Units",,,100.7058,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2018-04","Apr-2018","IDX","Index","0","Units",,,100.7183,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2018-05","May-2018","IDX","Index","0","Units",,,100.7011,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2018-06","Jun-2018","IDX","Index","0","Units",,,100.6688,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units",,,100.621,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units",,,100.5495,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units",,,100.4329,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units",,,100.2629,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units",,,100.061,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units",,,99.84881,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units",,,99.6537,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units",,,99.48927,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units",,,99.35271,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units",,,99.22594,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2019-05","May-2019","IDX","Index","0","Units",,,99.10625,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units",,,98.99672,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units",,,98.90261,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units",,,98.83972,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units",,,98.84105,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units",,,98.9114,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units",,,99.04106,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,99.21168,,
